File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\TestServer.java,60,50,36,4,10,1,0,7,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\UrlConnectTest.java,671,512,382,1,91,39,68,594,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\BaseServlet.java,28,21,14,0,6,0,1,14,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\Deflateservlet.java,38,28,22,0,9,1,1,17,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\EchoServlet.java,123,95,69,9,22,0,6,29,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\HelloServlet.java,22,16,13,0,6,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\InterruptedServlet.java,32,23,19,1,9,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\servlets\SlowRider.java,65,50,40,9,11,1,4,32,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\internal\ConstrainableInputStreamTest.java,80,57,50,0,18,2,5,38,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\AttributesTest.java,159,129,111,4,24,0,6,20,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\AttributeTest.java,21,16,13,0,5,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\BuildEntities.java,138,108,80,17,21,3,9,97,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\DocumentTest.java,464,377,259,4,81,1,6,22,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\DocumentTypeTest.java,71,50,39,2,16,0,5,14,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\ElementTest.java,1328,1048,903,7,242,25,38,334,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\EntitiesTest.java,155,123,106,0,29,3,3,53,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\FormElementTest.java,170,134,97,0,27,2,9,36,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\NodeTest.java,318,251,216,4,58,6,9,85,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\nodes\TextNodeTest.java,86,66,59,0,16,1,4,17,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\AttributeParseTest.java,104,79,70,0,19,1,6,40,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\CharacterReaderTest.java,290,241,213,0,42,2,7,45,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\HtmlParserTest.java,1182,938,741,6,177,23,67,825,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\HtmlTreeBuilderStateTest.java,40,34,13,1,6,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\HtmlTreeBuilderTest.java,29,23,12,1,6,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\ParserSettingsTest.java,51,36,32,0,15,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\TagTest.java,79,59,48,0,17,1,3,10,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\TokeniserStateTest.java,201,174,120,12,27,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\TokeniserTest.java,184,149,136,4,31,1,4,26,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\TokenQueueTest.java,86,66,56,0,17,0,3,6,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\parser\XmlTreeBuilderTest.java,231,189,139,0,33,5,9,75,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\safety\CleanerTest.java,309,237,189,0,60,7,12,126,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\select\CssTest.java,222,185,137,8,37,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\select\ElementsTest.java,389,316,276,0,69,4,4,28,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\select\QueryParserTest.java,51,36,30,1,8,0,7,43,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\select\SelectorTest.java,813,640,574,0,161,18,12,143,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\select\TraversorTest.java,108,87,65,12,14,0,7,24,0,0
